,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,70,4,3,4,5,1,0,4,9,3
car,7,59,0,0,0,0,0,1,3,19
bird,10,1,37,10,15,14,4,7,1,1
cat,3,1,2,30,14,33,5,11,2,2
deer,6,0,9,1,43,11,3,11,4,2
dog,0,1,3,14,5,49,0,12,2,0
frog,1,1,6,12,18,8,60,3,2,1
horse,3,1,2,6,6,6,1,73,1,3
ship,16,4,0,1,2,1,0,2,78,2
truck,8,13,0,0,0,1,0,6,7,74
