,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,61,2,2,4,3,0,1,5,20,5
car,6,56,2,0,0,0,0,4,2,19
bird,7,0,62,7,6,1,4,9,2,2
cat,3,0,15,45,8,3,7,15,1,6
deer,5,0,13,5,42,2,8,14,1,0
dog,0,0,7,27,3,29,1,18,0,1
frog,0,3,11,10,1,3,79,1,1,3
horse,1,0,2,6,8,1,1,80,1,2
ship,12,4,0,1,2,0,0,1,80,6
truck,2,6,2,1,0,1,2,2,4,89
