,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,66,3,0,0,3,2,2,0,18,9
car,1,69,1,0,0,0,2,2,9,5
bird,7,0,41,4,12,13,9,3,8,3
cat,6,1,8,49,7,14,8,7,2,1
deer,5,1,6,10,49,2,6,6,2,3
dog,2,0,8,21,2,39,3,11,0,0
frog,1,1,3,9,4,7,85,0,0,2
horse,4,1,0,7,5,6,1,77,0,1
ship,10,4,1,1,0,0,0,0,86,4
truck,3,8,1,2,1,1,1,1,8,83
