,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,70,3,3,1,2,2,2,2,12,6
car,1,78,1,1,0,2,0,0,4,2
bird,8,0,49,12,9,11,4,2,4,1
cat,3,0,8,44,10,17,9,5,3,4
deer,2,2,13,11,48,3,3,8,0,0
dog,0,0,6,20,6,51,1,2,0,0
frog,0,0,3,11,7,4,85,0,0,2
horse,1,1,5,6,10,9,0,70,0,0
ship,15,8,2,2,1,2,1,0,70,5
truck,3,16,2,3,1,1,4,0,7,72
