,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,71,2,4,3,2,2,2,2,12,3
car,3,62,1,1,2,0,1,1,5,13
bird,10,1,40,8,19,7,9,2,4,0
cat,4,3,3,44,11,13,10,8,2,5
deer,10,0,4,8,46,4,8,4,2,4
dog,0,0,7,29,8,29,2,7,1,3
frog,0,0,3,6,5,2,93,1,1,1
horse,3,0,3,10,3,6,3,71,1,2
ship,23,6,0,4,1,0,0,1,70,1
truck,7,7,1,0,0,1,2,3,4,84
