,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,62,4,2,2,1,3,8,3,15,3
car,6,53,1,1,1,0,2,3,4,18
bird,9,2,39,19,12,5,9,2,1,2
cat,1,2,13,49,5,9,13,3,2,6
deer,4,3,12,9,39,5,6,9,1,2
dog,0,1,5,20,5,43,5,6,0,1
frog,0,3,3,11,4,4,82,1,1,3
horse,2,0,2,7,5,5,4,73,1,3
ship,16,3,1,3,2,1,1,0,76,3
truck,1,12,2,1,1,0,3,3,15,71
