,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,64,0,7,2,4,0,2,4,16,4
car,3,66,1,0,0,0,0,0,3,16
bird,8,1,49,18,9,5,4,4,1,1
cat,1,2,10,61,4,5,10,5,0,5
deer,4,1,15,6,41,2,3,15,2,1
dog,1,0,4,34,3,31,3,9,0,1
frog,0,1,7,9,6,3,82,0,2,2
horse,2,2,1,8,4,2,1,79,1,2
ship,9,3,1,0,1,0,0,1,88,3
truck,1,9,2,2,1,1,0,2,8,83
