,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,61,5,8,6,0,0,2,1,15,5
car,2,71,0,1,0,1,0,0,5,9
bird,8,2,57,9,4,7,3,6,4,0
cat,1,1,14,56,5,11,7,4,2,2
deer,2,0,16,12,45,2,3,7,1,2
dog,0,0,8,25,3,35,4,9,0,2
frog,1,0,6,11,3,3,87,0,1,0
horse,2,1,3,9,2,7,0,75,0,3
ship,7,9,1,6,1,0,1,0,76,5
truck,3,12,0,6,0,1,1,2,7,77
