,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,66,3,2,4,0,1,3,2,15,7
car,7,58,1,1,0,0,0,1,5,16
bird,13,1,51,5,7,8,6,6,1,2
cat,6,1,10,37,8,17,11,8,1,4
deer,7,0,15,2,32,7,10,13,2,2
dog,0,0,3,17,6,50,3,6,0,1
frog,0,0,4,7,3,3,86,1,2,6
horse,6,0,3,7,3,4,2,71,1,5
ship,10,4,2,1,0,1,1,1,82,4
truck,2,7,2,0,0,1,1,1,6,89
