,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,66,2,5,3,1,1,2,1,15,7
car,7,65,2,0,0,1,0,0,3,11
bird,15,0,53,7,7,6,9,1,1,1
cat,2,0,22,43,3,11,11,4,4,3
deer,5,1,22,8,27,2,14,7,2,2
dog,1,0,7,22,2,42,3,6,0,3
frog,2,1,6,8,1,3,88,0,1,2
horse,2,1,9,9,7,7,1,64,0,2
ship,19,4,0,1,2,0,0,0,76,4
truck,7,6,1,5,0,0,2,1,8,79
