,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,62,4,2,2,3,2,2,0,22,4
car,2,64,0,2,0,1,5,1,10,4
bird,9,2,52,3,14,6,6,4,3,1
cat,7,1,8,43,11,15,7,6,3,2
deer,4,0,9,8,49,2,4,10,2,2
dog,1,1,6,17,9,36,5,10,1,0
frog,1,0,9,7,3,5,83,0,2,2
horse,3,4,1,6,12,2,1,73,0,0
ship,8,3,1,3,0,0,0,0,88,3
truck,5,9,3,2,2,1,1,2,10,74
