,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,60,4,4,0,2,2,8,2,19,2
car,1,69,0,1,2,0,1,1,4,10
bird,11,2,45,7,10,5,11,5,3,1
cat,5,3,10,43,4,18,14,3,2,1
deer,4,2,17,8,25,4,14,14,2,0
dog,0,3,4,22,5,43,3,6,0,0
frog,1,5,8,5,4,1,84,2,1,1
horse,3,1,3,10,8,3,6,63,0,5
ship,13,6,2,1,1,0,0,1,79,3
truck,5,15,1,3,2,1,4,3,10,65
