,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,58,3,6,4,5,1,2,2,12,10
car,2,73,1,0,0,0,2,0,4,7
bird,8,2,56,7,7,8,4,3,3,2
cat,3,3,6,57,7,13,8,4,0,2
deer,3,2,12,12,36,5,8,9,1,2
dog,0,0,9,21,3,34,5,11,0,3
frog,1,2,3,17,4,2,82,0,0,1
horse,3,0,4,9,3,3,1,78,0,1
ship,12,7,5,3,2,0,1,1,70,5
truck,3,14,4,4,0,0,0,1,5,78
