,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,58,7,7,4,2,1,1,0,15,8
car,1,61,0,2,1,0,0,1,8,15
bird,10,1,48,18,7,7,3,2,3,1
cat,8,1,6,40,11,14,7,2,6,8
deer,5,0,20,14,26,2,11,8,2,2
dog,3,0,9,25,6,32,4,5,0,2
frog,1,0,8,13,6,9,68,5,1,1
horse,5,1,2,7,1,9,2,67,1,7
ship,17,3,1,1,1,1,0,0,75,7
truck,3,13,0,7,0,2,1,1,8,74
