,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,62,3,5,4,1,1,4,2,17,4
car,4,62,1,0,1,0,4,0,10,7
bird,11,1,48,7,8,8,9,2,6,0
cat,4,6,10,35,14,16,10,4,1,3
deer,5,0,11,3,47,5,7,8,1,3
dog,0,2,11,18,11,28,6,7,2,1
frog,0,2,6,6,5,4,86,1,1,1
horse,3,1,7,7,6,6,4,65,2,1
ship,11,1,1,1,1,0,1,0,90,0
truck,6,11,5,3,1,0,1,2,8,72
