,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,61,2,6,6,0,1,2,4,17,4
car,3,68,1,1,0,1,1,1,3,10
bird,6,0,59,9,6,8,5,4,2,1
cat,2,3,9,48,8,20,4,6,1,2
deer,5,2,10,10,35,10,7,8,1,2
dog,0,0,4,18,1,45,4,12,1,1
frog,0,0,6,6,3,7,86,3,0,1
horse,1,1,4,5,2,6,0,82,1,0
ship,11,7,2,4,1,0,0,1,76,4
truck,4,15,3,4,1,3,0,1,5,73
