,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,57,7,1,2,4,2,3,1,21,5
car,4,59,0,1,2,0,0,1,9,13
bird,13,0,36,11,16,8,7,7,1,1
cat,5,1,7,38,7,16,13,8,2,6
deer,7,2,8,5,33,5,13,9,5,3
dog,2,0,3,19,9,30,5,17,1,0
frog,0,2,4,7,12,2,80,1,2,2
horse,4,0,1,4,7,5,2,70,2,7
ship,20,4,0,3,2,0,0,1,69,7
truck,4,17,0,1,0,0,2,3,9,73
