,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,73,4,1,2,4,1,2,2,11,3
car,4,68,0,1,1,1,0,1,3,10
bird,11,0,52,6,9,8,6,4,2,2
cat,7,1,11,40,8,17,4,8,1,6
deer,5,0,10,10,49,2,5,6,2,1
dog,3,2,11,29,5,23,2,10,1,0
frog,4,2,7,15,3,0,77,1,3,0
horse,1,1,3,3,9,1,1,80,2,1
ship,22,3,1,1,0,0,0,1,75,3
truck,10,4,2,2,0,0,1,5,11,74
