,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,57,2,9,4,4,5,2,2,13,5
car,1,64,1,0,1,0,1,3,3,15
bird,4,0,58,5,12,7,7,3,3,1
cat,3,1,8,33,10,23,15,4,1,5
deer,1,0,12,2,55,3,5,11,0,1
dog,0,0,13,18,5,38,2,9,0,1
frog,0,0,5,4,5,5,91,2,0,0
horse,0,2,4,2,9,3,0,79,2,1
ship,6,2,2,0,1,0,1,0,90,4
truck,2,5,2,1,0,1,3,2,9,84
