,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,66,8,1,4,1,0,2,2,13,6
car,1,73,0,0,1,0,1,2,3,8
bird,7,0,43,7,11,12,12,2,4,2
cat,2,3,4,43,9,18,13,4,4,3
deer,7,2,8,5,44,7,9,6,1,1
dog,0,0,6,16,6,52,2,4,0,0
frog,0,1,5,8,5,5,86,1,1,0
horse,2,3,3,3,10,10,2,69,0,0
ship,9,6,0,3,0,2,0,0,82,4
truck,2,16,1,2,0,0,1,1,8,78
