,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,73,0,6,4,1,2,0,1,10,6
car,4,73,2,0,0,1,1,0,3,5
bird,13,2,51,9,8,5,5,3,3,1
cat,3,4,16,47,5,19,5,4,0,0
deer,6,0,11,5,41,11,9,5,1,1
dog,0,0,8,18,4,48,2,6,0,0
frog,1,2,6,8,4,9,81,0,0,1
horse,2,0,5,10,4,14,1,62,0,4
ship,14,10,2,4,1,3,0,0,69,3
truck,6,8,2,2,0,1,1,1,4,84
