,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,57,3,3,6,2,2,5,3,17,5
car,1,65,0,0,0,0,1,1,6,15
bird,10,0,40,14,12,8,8,5,1,2
cat,2,2,8,62,7,6,9,3,2,2
deer,2,1,10,9,46,6,7,8,0,1
dog,0,0,3,24,6,41,4,6,0,2
frog,0,2,2,11,4,2,90,0,0,1
horse,1,2,1,7,5,5,4,75,1,1
ship,12,4,2,8,0,0,0,0,75,5
truck,1,7,2,2,0,0,1,0,7,89
