,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,63,3,7,3,4,2,2,2,13,4
car,4,64,1,0,0,0,2,2,4,12
bird,7,2,48,8,12,7,8,5,2,1
cat,0,5,8,47,7,19,5,6,3,3
deer,4,1,9,12,45,5,3,9,2,0
dog,0,2,6,15,4,50,2,6,1,0
frog,1,1,5,10,10,4,79,1,0,1
horse,0,0,3,7,3,6,1,78,1,3
ship,12,5,2,2,0,0,0,1,81,3
truck,6,10,2,0,0,2,1,1,7,80
