,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,68,3,2,2,3,5,4,0,11,5
car,3,65,2,1,2,1,1,1,6,7
bird,13,0,45,6,12,13,7,1,2,1
cat,1,2,8,42,8,29,8,0,2,3
deer,5,0,8,7,51,4,9,3,0,3
dog,0,0,4,24,3,46,2,5,1,1
frog,0,0,6,6,6,7,84,0,1,2
horse,4,0,3,11,10,12,0,59,1,2
ship,22,3,1,2,1,2,0,0,72,3
truck,4,11,0,4,3,1,0,1,13,72
