,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,72,1,2,1,3,2,4,0,15,3
car,5,66,1,0,0,1,1,0,4,11
bird,12,1,50,6,9,10,8,2,1,1
cat,4,3,11,41,9,19,7,4,3,2
deer,7,2,13,10,38,6,6,5,3,0
dog,2,0,11,14,7,38,4,9,0,1
frog,0,1,8,4,2,5,87,1,2,2
horse,5,0,4,7,5,4,0,72,1,4
ship,18,3,0,4,0,0,0,1,75,5
truck,7,9,3,1,1,0,0,3,6,79
