,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,52,8,3,4,5,2,4,3,12,10
car,2,67,1,0,1,0,0,2,3,13
bird,6,1,35,11,15,12,9,6,2,3
cat,1,1,5,40,13,22,8,6,3,4
deer,3,1,8,2,40,11,9,12,3,1
dog,0,1,1,19,6,49,3,6,0,1
frog,0,3,2,13,6,2,80,0,2,4
horse,1,0,0,7,12,5,1,69,0,7
ship,9,6,0,1,2,1,0,1,78,8
truck,1,8,2,2,0,0,2,2,7,85
