,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,63,3,0,3,5,7,2,0,12,8
car,2,70,1,0,0,0,1,1,4,10
bird,7,1,42,7,8,19,8,5,2,1
cat,5,1,4,35,10,28,7,3,3,7
deer,7,1,10,9,38,8,6,10,0,1
dog,0,0,2,19,7,43,6,6,0,3
frog,1,1,2,9,7,3,83,0,2,4
horse,1,1,2,8,11,10,1,63,1,4
ship,12,6,1,1,0,2,0,1,73,10
truck,6,14,1,0,0,1,1,1,5,80
