,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,70,3,3,2,5,0,6,2,4,8
car,4,68,1,2,0,0,0,0,2,12
bird,12,1,49,6,9,9,10,2,1,1
cat,2,2,7,43,9,24,9,4,1,2
deer,4,0,9,3,47,6,9,10,2,0
dog,2,0,1,17,9,50,2,4,0,1
frog,0,2,4,8,5,4,87,0,1,1
horse,2,1,3,8,3,8,1,74,1,1
ship,14,11,1,1,0,1,0,1,72,5
truck,3,7,4,1,1,1,2,2,6,82
