,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,67,2,4,4,3,2,4,2,12,3
car,3,57,3,0,1,1,2,2,8,12
bird,6,1,68,2,4,14,3,1,1,0
cat,2,0,17,24,8,28,11,7,4,2
deer,3,0,18,4,41,6,8,8,1,1
dog,1,0,7,8,2,53,2,11,1,1
frog,3,1,5,3,7,6,83,0,1,3
horse,3,0,5,5,4,7,4,74,0,0
ship,9,3,1,1,2,0,0,0,85,5
truck,6,6,2,2,0,3,2,3,8,77
