,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,53,5,13,1,2,1,5,2,18,3
car,2,77,1,0,0,0,1,1,1,6
bird,5,3,55,12,10,6,5,2,2,0
cat,3,2,14,45,7,9,13,6,2,2
deer,6,0,26,6,30,2,9,9,2,0
dog,0,1,8,25,3,35,5,9,0,0
frog,1,4,7,6,11,3,76,0,1,3
horse,3,1,5,11,7,4,2,67,1,1
ship,8,9,2,1,0,0,1,0,82,3
truck,3,17,3,4,0,1,2,0,10,69
