,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,62,2,3,1,4,4,5,0,18,4
car,0,74,0,0,0,1,0,1,7,6
bird,11,1,53,4,9,9,5,4,3,1
cat,4,2,10,37,9,25,9,2,2,3
deer,1,1,12,5,47,6,4,12,1,1
dog,1,1,9,10,5,50,3,6,0,1
frog,1,0,2,3,7,8,86,2,2,1
horse,1,2,2,10,4,10,0,70,2,1
ship,14,4,1,2,1,1,2,0,79,2
truck,2,15,2,2,0,0,2,0,11,75
