,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,65,1,3,1,5,0,4,2,21,1
car,2,68,0,0,0,0,0,0,8,11
bird,12,1,38,6,20,7,8,2,3,3
cat,3,0,6,28,15,23,14,6,4,4
deer,3,1,5,2,58,5,7,4,4,1
dog,2,1,7,16,9,41,3,7,0,0
frog,0,0,5,7,7,3,86,1,1,2
horse,4,1,2,8,16,7,1,59,1,3
ship,11,4,0,1,0,0,0,0,88,2
truck,5,11,0,2,1,0,3,4,6,77
