,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,67,1,3,2,5,2,4,1,12,6
car,5,71,1,0,0,0,1,0,3,8
bird,11,1,48,7,13,7,7,0,3,3
cat,2,6,7,42,6,21,10,4,0,5
deer,7,1,13,7,43,5,5,6,2,1
dog,1,3,9,18,1,40,4,10,0,0
frog,0,1,3,11,4,4,88,0,1,0
horse,2,1,3,5,2,9,0,77,1,2
ship,15,3,2,2,0,0,2,0,77,5
truck,6,11,0,3,0,0,3,3,4,79
