,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,54,1,5,9,5,3,2,3,17,4
car,3,59,2,2,0,0,1,0,8,14
bird,3,1,52,12,15,11,3,0,3,0
cat,0,1,8,65,8,12,3,3,1,2
deer,1,0,15,9,46,5,4,10,0,0
dog,0,1,4,25,2,45,2,7,0,0
frog,0,0,5,18,5,2,80,1,1,0
horse,2,0,1,10,7,10,2,70,0,0
ship,6,1,4,2,0,1,1,0,89,2
truck,3,9,1,9,0,0,3,2,9,73
