,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,71,1,8,2,5,1,1,3,11,0
car,4,65,2,0,0,1,1,0,7,9
bird,4,1,49,7,13,8,10,5,3,0
cat,3,0,6,43,17,20,9,3,0,2
deer,3,0,11,2,51,5,5,10,1,2
dog,0,0,4,9,4,55,6,8,0,0
frog,0,0,5,0,8,2,93,2,0,2
horse,2,0,3,5,5,7,0,78,2,0
ship,10,3,3,3,0,0,0,0,87,0
truck,7,5,1,4,3,1,0,6,7,75
