,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,54,5,5,2,3,0,1,3,24,6
car,2,60,1,1,1,1,0,0,10,13
bird,12,1,44,5,11,13,4,6,4,0
cat,5,2,10,27,14,16,13,9,4,3
deer,6,2,11,5,43,8,4,9,1,1
dog,3,0,7,8,6,53,3,5,0,1
frog,1,1,7,7,11,4,78,2,1,0
horse,0,3,2,3,16,9,1,65,1,2
ship,19,2,3,0,0,1,2,1,75,3
truck,9,22,1,2,2,1,0,2,12,58
