,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,54,2,6,0,2,2,3,1,24,9
car,2,56,0,1,0,0,1,0,6,23
bird,3,0,51,4,18,9,9,2,3,1
cat,1,1,10,30,16,14,19,6,2,4
deer,3,0,10,4,54,2,6,7,2,2
dog,1,0,10,18,6,40,5,5,0,1
frog,0,0,7,6,9,0,87,0,0,3
horse,1,0,2,3,9,8,0,75,1,3
ship,5,4,1,1,0,0,2,1,91,1
truck,3,14,3,1,2,0,1,1,7,77
