,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,59,8,8,0,2,2,5,5,11,3
car,2,67,1,0,2,0,0,2,4,11
bird,8,2,42,7,17,7,5,7,4,1
cat,4,2,9,35,8,24,10,5,4,2
deer,2,0,16,6,44,6,3,9,2,2
dog,2,0,5,20,4,38,4,13,0,0
frog,2,3,9,10,12,8,62,1,2,3
horse,3,1,1,3,8,5,1,74,2,4
ship,12,11,0,1,1,2,0,2,71,6
truck,3,15,1,1,2,0,2,7,7,71
