,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,61,3,5,3,3,2,2,2,17,5
car,6,76,0,0,0,1,1,1,3,1
bird,8,3,53,3,7,10,7,7,1,1
cat,6,3,11,32,4,28,5,10,3,1
deer,3,0,14,3,37,10,5,13,2,3
dog,0,0,7,7,2,57,2,9,0,2
frog,1,2,9,4,3,10,80,2,0,1
horse,1,3,0,4,3,6,3,80,1,1
ship,17,6,0,1,0,1,0,0,77,4
truck,5,13,1,2,0,2,1,1,8,76
