,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,49,7,5,4,4,1,2,3,15,13
car,3,61,1,1,1,0,2,0,3,17
bird,8,1,33,10,15,12,10,5,4,2
cat,4,3,5,38,10,19,13,4,2,5
deer,4,1,6,10,43,7,8,6,2,3
dog,0,0,3,33,6,38,3,2,1,0
frog,0,1,6,9,6,2,85,1,1,1
horse,1,1,1,4,16,8,2,65,2,2
ship,10,13,0,2,2,0,1,1,69,8
truck,4,7,0,3,0,0,1,1,3,90
