,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,70,5,4,2,4,1,4,2,7,4
car,5,73,0,0,1,0,1,1,0,8
bird,13,2,49,8,7,3,17,0,0,1
cat,2,1,8,40,8,12,21,6,1,4
deer,4,1,15,4,38,3,12,11,1,1
dog,0,1,6,19,7,38,4,10,0,1
frog,0,2,3,6,5,2,91,1,1,1
horse,3,3,1,7,11,6,0,71,0,0
ship,19,7,1,2,3,1,3,0,66,4
truck,4,15,2,3,0,0,3,2,3,77
