,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,62,2,6,8,4,2,3,1,12,3
car,5,66,2,1,1,2,1,0,3,8
bird,4,0,49,8,16,9,8,2,2,2
cat,3,2,8,55,8,16,4,6,0,1
deer,3,0,5,7,60,4,5,6,0,0
dog,0,0,4,24,4,43,2,9,0,0
frog,0,2,2,17,9,6,74,1,0,1
horse,2,0,2,9,9,4,0,76,0,0
ship,13,2,1,3,1,1,0,0,81,4
truck,8,8,1,1,1,0,3,5,5,77
