,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,73,4,1,1,1,0,4,2,8,9
car,3,65,3,0,0,0,1,0,2,15
bird,15,0,60,3,5,5,5,1,2,4
cat,5,3,23,27,5,18,11,4,1,6
deer,6,1,28,2,29,6,9,7,1,1
dog,3,0,11,16,2,42,6,5,0,1
frog,3,0,7,4,1,2,92,0,1,2
horse,2,0,6,5,5,5,6,65,0,8
ship,20,5,0,2,1,0,2,0,72,4
truck,5,11,1,0,0,3,0,2,2,85
