,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,61,3,6,3,2,3,5,1,13,6
car,1,61,2,1,1,1,4,0,1,17
bird,14,3,44,10,4,14,8,1,1,1
cat,3,1,8,41,8,18,15,6,0,3
deer,3,3,15,9,25,6,20,7,0,2
dog,0,0,7,25,1,45,4,3,0,1
frog,0,1,5,7,3,5,89,1,0,1
horse,0,0,3,7,5,16,1,67,0,3
ship,9,11,1,4,1,0,1,0,77,2
truck,2,10,3,3,0,3,6,3,3,76
