,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,62,5,5,3,5,1,1,0,15,6
car,4,68,3,0,1,1,0,0,5,7
bird,4,4,38,5,20,10,12,4,2,1
cat,3,2,6,47,9,11,13,5,2,5
deer,5,3,9,6,43,4,12,6,1,1
dog,0,0,9,21,4,41,3,8,0,0
frog,0,0,4,7,5,2,93,0,0,1
horse,2,1,1,8,4,5,3,74,1,3
ship,13,5,1,4,0,0,1,0,79,3
truck,10,11,1,2,1,1,1,0,10,72
