,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,67,1,1,2,4,4,4,1,14,5
car,7,61,1,0,1,1,1,0,3,14
bird,6,2,46,8,18,13,3,3,1,0
cat,1,2,4,48,10,28,2,3,1,4
deer,3,0,6,6,58,4,2,9,1,1
dog,0,0,4,15,10,47,1,9,0,0
frog,0,1,4,8,9,9,79,0,1,1
horse,1,0,4,5,9,7,0,74,0,2
ship,13,3,1,6,1,1,1,0,76,4
truck,5,6,4,3,0,2,1,2,5,81
