,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,56,3,5,3,0,3,3,4,18,8
car,1,64,3,0,1,0,3,1,2,14
bird,6,1,43,10,13,6,12,4,3,2
cat,1,2,7,46,8,20,10,5,0,4
deer,4,0,10,9,47,2,6,10,0,2
dog,0,0,7,29,3,36,2,8,0,1
frog,0,1,2,10,4,5,88,1,0,1
horse,1,0,4,3,8,3,2,78,1,2
ship,8,4,1,3,1,0,0,1,81,7
truck,3,2,2,3,0,1,3,3,7,85
