,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,64,2,0,3,4,1,2,2,17,8
car,7,71,1,0,1,0,0,1,2,6
bird,11,0,51,15,13,3,1,4,1,1
cat,3,0,9,56,12,10,7,3,1,2
deer,3,2,6,8,53,3,5,9,1,0
dog,0,1,4,25,7,34,3,12,0,0
frog,3,1,5,15,7,3,75,0,1,2
horse,2,2,2,8,6,5,0,73,0,4
ship,11,4,3,4,3,0,1,0,78,2
truck,6,9,1,1,0,1,1,3,7,80
