,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,65,3,3,1,7,3,2,1,12,6
car,3,72,1,0,0,1,2,1,3,6
bird,14,3,51,4,7,10,8,1,1,1
cat,5,1,12,40,7,18,9,7,2,2
deer,5,0,8,4,53,7,3,8,1,1
dog,3,0,6,16,9,40,2,10,0,0
frog,0,1,8,4,4,6,85,3,0,1
horse,3,3,1,9,6,4,0,72,0,4
ship,11,12,1,2,0,0,0,0,75,5
truck,6,17,1,3,1,2,1,3,9,66
