,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,66,2,6,3,0,1,1,2,22,0
car,3,71,0,0,1,0,0,0,7,7
bird,8,2,58,13,4,2,3,4,4,2
cat,1,3,7,57,6,9,4,7,4,5
deer,8,0,13,6,49,3,4,6,0,1
dog,1,0,8,29,4,26,5,11,0,2
frog,0,1,7,10,3,4,81,1,2,3
horse,2,0,0,8,7,6,1,73,3,2
ship,10,1,1,1,0,0,1,0,90,2
truck,1,9,3,2,0,0,0,1,10,83
