,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,59,4,3,5,3,1,3,2,16,7
car,2,69,1,0,0,0,0,1,4,12
bird,11,1,35,14,11,12,6,7,1,2
cat,2,1,5,38,4,35,13,2,1,2
deer,2,1,8,4,36,18,7,13,1,0
dog,0,2,3,12,1,57,2,9,0,0
frog,2,2,3,10,2,10,81,1,1,0
horse,4,2,2,3,3,16,2,67,0,3
ship,6,10,0,3,1,3,2,2,73,6
truck,9,13,2,5,0,1,3,4,3,69
