,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,66,5,3,3,4,2,2,0,14,4
car,3,65,0,0,2,1,2,2,10,4
bird,12,3,43,10,9,12,5,2,4,0
cat,8,4,9,36,10,17,9,4,2,4
deer,15,0,9,8,38,5,4,10,1,0
dog,3,0,4,10,4,50,4,9,1,1
frog,1,2,4,7,5,4,86,1,2,0
horse,4,0,5,6,3,13,1,66,2,2
ship,14,5,1,2,0,0,0,0,82,2
truck,18,20,2,2,1,0,0,2,13,51
