,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,54,1,9,9,5,1,2,6,9,7
car,4,64,0,2,3,2,0,2,4,8
bird,6,0,50,3,11,11,13,3,2,1
cat,5,1,12,30,12,21,13,8,1,0
deer,2,1,25,7,31,6,10,5,2,1
dog,0,0,12,10,3,43,5,13,0,0
frog,0,3,6,9,3,1,85,3,0,2
horse,0,1,7,3,12,11,2,63,2,1
ship,17,7,5,2,0,1,2,0,70,2
truck,2,20,3,9,3,2,4,3,11,52
