,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,57,3,3,3,4,3,3,1,20,6
car,3,67,1,0,0,1,0,0,9,8
bird,7,2,54,7,10,8,7,2,3,0
cat,3,2,7,50,5,20,9,3,1,3
deer,4,1,11,7,46,5,6,8,2,0
dog,0,0,9,23,3,43,3,5,0,0
frog,0,3,1,8,5,7,86,1,1,0
horse,1,2,3,9,7,8,2,68,0,2
ship,7,4,1,4,3,2,1,1,80,3
truck,4,9,2,4,2,1,0,1,7,79
