,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,48,3,7,6,2,3,3,1,24,6
car,1,63,0,1,2,3,0,0,6,13
bird,9,2,33,3,26,17,5,4,1,0
cat,5,2,1,40,18,23,6,3,4,1
deer,3,1,9,6,49,11,3,7,0,1
dog,0,0,5,19,11,36,3,9,1,2
frog,0,1,9,11,14,4,71,1,0,1
horse,2,0,0,8,11,15,1,62,0,3
ship,15,8,2,3,0,1,0,1,72,4
truck,5,11,3,3,1,1,1,3,3,78
