,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,65,4,6,2,2,2,3,0,16,3
car,3,64,0,0,0,0,1,0,7,14
bird,5,1,61,10,9,3,5,2,3,1
cat,5,1,10,36,7,20,14,4,3,3
deer,6,0,15,4,39,5,9,7,2,3
dog,0,0,9,15,4,41,2,14,0,1
frog,0,0,4,5,6,3,91,0,1,2
horse,1,1,3,3,6,7,3,75,0,3
ship,12,3,3,1,0,2,0,0,83,2
truck,4,3,2,1,0,2,1,1,8,87
