,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,71,3,1,2,2,2,6,3,8,5
car,7,66,1,0,0,1,0,2,3,9
bird,12,0,40,4,10,16,16,0,1,1
cat,2,2,5,30,9,33,15,3,0,4
deer,3,1,9,2,39,9,16,9,1,1
dog,2,1,6,8,3,57,4,4,0,1
frog,1,0,0,6,5,8,90,0,1,1
horse,3,1,3,6,11,15,2,60,0,1
ship,10,8,0,2,3,2,1,0,75,5
truck,5,15,1,1,0,1,1,2,5,78
