,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,46,4,10,6,2,3,2,0,18,12
car,2,59,0,0,0,0,1,2,3,22
bird,10,1,36,6,20,9,7,3,6,2
cat,2,1,5,34,13,23,10,6,4,5
deer,7,1,10,7,41,11,6,5,1,1
dog,1,0,8,14,9,35,4,12,0,3
frog,2,1,7,8,11,4,71,2,1,5
horse,2,1,5,8,8,6,2,64,1,5
ship,15,2,2,7,2,0,1,0,76,1
truck,4,13,0,2,0,1,3,4,9,73
