,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,58,6,5,3,0,3,5,3,8,12
car,2,62,1,1,0,1,1,1,3,17
bird,5,2,47,12,10,11,7,4,1,1
cat,4,3,10,43,7,23,4,5,0,4
deer,2,1,11,7,45,7,6,7,2,2
dog,1,0,8,22,3,40,5,6,1,0
frog,1,1,5,6,4,5,87,0,1,2
horse,1,0,3,5,5,5,1,79,0,3
ship,9,10,2,1,0,2,0,0,73,9
truck,5,12,2,3,0,0,1,2,4,80
