,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,61,3,3,5,1,2,0,4,17,7
car,3,65,1,3,0,1,0,2,7,7
bird,10,0,55,10,12,3,6,4,0,0
cat,1,1,11,57,5,9,9,7,1,2
deer,4,0,12,6,47,3,8,8,1,1
dog,1,1,10,27,7,30,4,6,0,0
frog,0,0,7,11,2,3,85,0,1,3
horse,1,1,3,8,6,3,1,77,2,0
ship,10,5,0,2,1,0,0,1,86,1
truck,4,6,2,4,0,0,3,3,7,80
