,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,51,4,5,3,2,4,1,3,22,8
car,1,57,1,5,0,1,4,1,6,13
bird,6,1,42,8,13,9,11,4,5,1
cat,5,1,4,40,8,18,13,7,0,7
deer,6,1,13,10,40,5,4,8,0,3
dog,2,0,5,18,6,43,3,8,1,0
frog,3,0,8,10,6,3,77,2,1,2
horse,2,1,0,9,2,8,3,71,2,4
ship,9,7,1,0,0,0,2,0,81,6
truck,3,9,2,5,0,2,0,0,7,81
