,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,71,3,2,5,3,1,2,3,12,1
car,5,69,2,0,0,1,1,2,4,5
bird,11,1,50,8,9,3,8,4,6,0
cat,1,3,7,50,8,12,13,6,1,2
deer,3,2,8,11,51,1,6,6,1,1
dog,0,1,7,30,5,24,3,14,1,1
frog,0,1,3,12,7,1,85,1,0,2
horse,2,2,1,10,7,5,2,69,3,1
ship,11,6,5,1,1,0,1,0,79,2
truck,6,24,3,3,0,2,2,3,10,56
