,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,60,7,7,0,3,1,5,4,10,6
car,4,64,0,2,0,0,2,2,8,7
bird,8,2,28,15,18,13,7,5,2,2
cat,2,1,12,42,9,20,8,5,2,2
deer,2,0,9,5,45,5,12,12,0,0
dog,0,1,2,20,9,36,4,13,1,0
frog,1,1,1,13,10,3,78,2,1,2
horse,1,1,1,6,11,6,2,72,0,2
ship,11,6,1,4,1,1,1,0,79,2
truck,5,20,1,5,0,0,3,5,9,61
