,plane,car,bird,cat,deer,dog,frog,horse,ship,truck
plane,69,2,7,4,0,4,0,0,12,5
car,4,69,1,1,0,0,1,0,5,8
bird,8,1,57,4,10,10,4,5,1,0
cat,3,3,11,49,7,16,5,5,2,2
deer,6,2,12,2,46,2,5,12,2,1
dog,1,0,9,15,10,38,4,8,0,1
frog,0,2,7,4,10,5,82,1,1,0
horse,3,1,3,3,6,5,1,79,0,1
ship,15,5,3,2,0,1,0,1,78,1
truck,8,8,2,2,0,1,1,6,11,70
